term,code,reference,see_also,type,indent_level
mine (uncontrolled),,"Exposure, fire, uncontrolled, not in building",,see,0
prairie (uncontrolled),,"Exposure, fire, uncontrolled, not in building",,see,0
explosion,,Explosion,,see,0
lightning,X08.8,,,code,0
self-inflicted,X76,,,code,0
specified NEC,X08.8,,,code,0
started by other person,X97,,,code,0
stove,,"Exposure, fire, controlled, building",,see,0
stated as undetermined whether accidental or intentional,Y26,,,code,0
suicide (attempt),X76,,,code,0
tunnel (uncontrolled),,"Exposure, fire, uncontrolled, not in building",,see,0
in building or structure,X00.0,,,code,0
fall from building,X00.3,,,code,0
injury due to building collapse,X00.2,,,code,0
jump from building,X00.5,,,code,0
smoke inhalation,X00.1,,,code,0
bed,X08.00,,,code,0
cigarette,X08.01,,,code,0
specified material NEC,X08.09,,,code,0
furniture NEC,X08.20,,,code,0
cigarette,X08.21,,,code,0
specified material NEC,X08.29,,,code,0
hit by object from building,X00.4,,,code,0
sofa,X08.10,,,code,0
cigarette,X08.11,,,code,0
specified material NEC,X08.19,,,code,0
specified mode of injury NEC,X00.8,,,code,0
not in building or structure (any),X01.0,,,code,0
fall,X01.3,,,code,0
smoke inhalation,X01.1,,,code,0
hit by object,X01.4,,,code,0
specified mode of injury NEC,X01.8,,,code,0
undetermined whether accidental or intentional,Y26,,,code,0
forces of nature NEC,,Forces of nature,,see,0
G-forces (abnormal),W49.9,,,code,0
gravitational forces (abnormal),W49.9,,,code,0
heat (natural) NEC,,Heat,,see,0
high-pressure jet (hydraulic) (pneumatic),W49.9,,,code,0
hydraulic jet,W49.9,,,code,0
inanimate mechanical force,W49.9,,,code,0
"jet, high-pressure (hydraulic) (pneumatic)",W49.9,,,code,0
lightning,T75.0,subcategory,,code_with_see,0
causing fire,,"Exposure, fire",,see,0
mechanical forces NEC,W49.9,,,code,0
animate NEC,W64,,,code,0
inanimate NEC,W49.9,,,code,0
noise,W42.9,,,code,0
supersonic,W42.0,,,code,0
noxious substance,,Table of Drugs and Chemicals,,see,0
pneumatic jet,W49.9,,,code,0
prolonged in deep-freeze unit or refrigerator,W93.2,,,code,0
radiation,,Radiation,,see,0
smoke,,,"Exposure, fire",see_also,0
"tobacco, second hand",Z77.22,,,code,0
specified factors NEC,X58,,,code,0
sunlight,X32,,,code,0
man-made (sun lamp),W89.8,,,code,0
tanning bed,W89.1,,,code,0
supersonic waves,W42.0,,,code,0
"transmission line(s), electric",W85,,,code,0
vibration,W49.9,,,code,0
infrasound,W49.9,,,code,0
sound,W42.9,,,code,0
supersonic,W42.0,,,code,0
weather NEC,,Forces of nature,,see,0
External cause status,Y99.9,,,code,0
child assisting in compensated work for family,Y99.8,,,code,0
civilian activity done for financial or other compensation,Y99.0,,,code,0
civilian activity done for income or pay,Y99.0,,,code,0
family member assisting in compensated work for other family member,Y99.8,,,code,0
hobby not done for income,Y99.8,,,code,0
leisure activity,Y99.8,,,code,0
military activity,Y99.1,,,code,0
off-duty activity of military personnel,Y99.8,,,code,0
recreation or sport not for income or while a student,Y99.8,,,code,0
specified NEC,Y99.8,,,code,0
student activity,Y99.8,,,code,0
volunteer activity,Y99.2,,,code,0
less than 20mg/100ml,Y90.0,,,code,0
"presence in blood, level not specified",Y90.9,,,code,0
20-39mg/100ml,Y90.1,,,code,0
40-59mg/100ml,Y90.2,,,code,0
60-79mg/100ml,Y90.3,,,code,0
80-99mg/100ml,Y90.4,,,code,0
100-119mg/100ml,Y90.5,,,code,0
120-199mg/100ml,Y90.6,,,code,0
200-239mg/100ml,Y90.7,,,code,0
240mg/100ml or more,Y90.8,,,code,0
"presence in blood, but level not specified",Y90.9,,,code,0
environmental-pollution-related condition- see,Z57,,,code,0
nosocomial condition,Y95,,,code,0
work-related condition,Y99.0,,,code,0
in suture or ligature during surgical procedure,Y65.2,,,code,0
"mechanical, of instrument or apparatus (any) (during any medical or surgical procedure)",Y65.8,,,code,0
sterile precautions (during medical and surgical care),,"Misadventure, failure, sterile precautions, by type of",,see,0
introduce tube or instrument,Y65.4,,,code,0
endotracheal tube during anesthesia,Y65.3,,,code,0
make curve (transport vehicle) NEC,,"Accident, transport",,see,0
remove tube or instrument,Y65.4,,,code,0
"Fall, falling (accidental)",W19,,,code,0
building,W20.1,,,code,0
burning (uncontrolled fire),X00.3,,,code,0
embankment,W17.81,,,code,0
escalator,W10.0,,,code,0
hill,W17.81,,,code,0
ladder,W11,,,code,0
ramp,W10.2,,,code,0
"stairs, steps",W10.9,,,code,0
object,W18.00,,,code,0
sharp glass,W18.02,,,code,0
specified NEC,W18.09,,,code,0
sports equipment,W18.01,,,code,0
person,W03,,,code,0
due to ice or snow,W00.0,,,code,0
on pedestrian conveyance,,"Accident, transport, pedestrian, conveyance",,see,0
collision with another person,W03,,,code,0
due to ice or snow,W00.0,,,code,0
involving pedestrian conveyance,,"Accident, transport, pedestrian, conveyance",,see,0
grocery cart tipping over,W17.82,,,code,0
ice or snow,W00.9,,,code,0
from one level to another,W00.2,,,code,0
on stairs or steps,W00.1,,,code,0
involving pedestrian conveyance,,"Accident, transport, pedestrian, conveyance",,see,0
on same level,W00.0,,,code,0
slipping (on moving sidewalk),W01.0,,,code,0
with subsequent striking against object,W01.10,,,code,0
furniture,W01.190,,,code,0
sharp object,W01.119,,,code,0
glass,W01.110,,,code,0
power tool or machine,W01.111,,,code,0
specified NEC,W01.118,,,code,0
specified NEC,W01.198,,,code,0
object,W18.00,,,code,0
sharp glass,W18.02,,,code,0
specified NEC,W18.09,,,code,0
sports equipment,W18.01,,,code,0
person,W03,,,code,0
due to ice or snow,W00.0,,,code,0
on pedestrian conveyance,,"Accident, transport, pedestrian, conveyance",,see,0
earth (with asphyxia or suffocation (by pressure)),,"Earth, falling",,see,0
aircraft NEC (with accident to aircraft NEC),V97.0,,,code,0
while boarding or alighting,V97.1,,,code,0
balcony,W13.0,,,code,0
bed,W06,,,code,0
"boat, ship, watercraft NEC (with drowning or submersion)",,"Drowning, due to, fall overboard",,see,0
with hitting bottom or object,V94.0,,,code,0
bridge,W13.1,,,code,0
building,W13.9,,,code,0
burning (uncontrolled fire),X00.3,,,code,0
cavity,W17.2,,,code,0
chair,W07,,,code,0
cherry picker,W17.89,,,code,0
cliff,W15,,,code,0
dock,W17.4,,,code,0
embankment,W17.81,,,code,0
escalator,W10.0,,,code,0
flagpole,W13.8,,,code,0
furniture NEC,W08,,,code,0
grocery cart,W17.82,,,code,0
haystack,W17.89,,,code,0
high place NEC,W17.89,,,code,0
stated as undetermined whether accidental or intentional,Y30,,,code,0
hole,W17.2,,,code,0
incline,W10.2,,,code,0
ladder,W11,,,code,0
lifting device,W17.89,,,code,0
"machine, machinery",,,"Contact, with, by type of machine",see_also,0
not in operation,W17.89,,,code,0
manhole,W17.1,,,code,0
mobile elevated work platform [MEWP],W17.89,,,code,0
motorized mobility scooter,W05.2,,,code,0
one level to another NEC,W17.89,,,code,0
"intentional, purposeful, suicide (attempt)",X80,,,code,0
stated as undetermined whether accidental or intentional,Y30,,,code,0
pit,W17.2,,,code,0
playground equipment,W09.8,,,code,0
jungle gym,W09.2,,,code,0
slide,W09.0,,,code,0
swing,W09.1,,,code,0
quarry,W17.89,,,code,0
railing,W13.9,,,code,0
ramp,W10.2,,,code,0
roof,W13.2,,,code,0
scaffolding,W12,,,code,0
scooter (nonmotorized),W05.1,,,code,0
motorized mobility,W05.2,,,code,0
sky lift,W17.89,,,code,0
"stairs, steps",W10.9,,,code,0
curb,W10.1,,,code,0
due to ice or snow,W00.1,,,code,0
escalator,W10.0,,,code,0
incline,W10.2,,,code,0
ramp,W10.2,,,code,0
sidewalk curb,W10.1,,,code,0
specified NEC,W10.8,,,code,0
electric scooter,V00.841,,,code,0
micro-mobility pedestrian conveyance,V00.848,,,code,0
stepladder,W11,,,code,0
stool,W08,,,code,0
storm drain,W17.1,,,code,0
streetcar NEC,V82.6,,,code,0
with antecedent collision,,"Accident, transport, streetcar occupant",,see,0
while boarding or alighting,V82.4,,,code,0
structure NEC,W13.8,,,code,0
burning (uncontrolled fire),X00.3,,,code,0
table,W08,,,code,0
toilet,W18.11,,,code,0
with subsequent striking against object,W18.12,,,code,0
train NEC,V81.6,,,code,0
during derailment (without antecedent collision),V81.7,,,code,0
with antecedent collision,,"Accident, transport, railway vehicle occupant",,see,0
while boarding or alighting,V81.4,,,code,0
transport vehicle after collision,,"Accident, transport, by type of vehicle, collision",,see,0
tree,W14,,,code,0
vehicle (in motion) NEC,V89.9,,"Accident, transport",code_with_see_also,0
motor NEC,V87.8,,"Accident, transport, occupant, by type of vehicle",code_with_see_also,0
stationary,W17.89,,,code,0
while boarding or alighting,,"Accident, transport, by type of vehicle, while boarding or alighting",,see,0
viaduct,W13.8,,,code,0
wall,W13.8,,,code,0
watercraft,,,"Drowning, due to, fall overboard",see_also,0
with hitting bottom or object,V94.0,,,code,0
well,W17.0,,,code,0
"wheelchair, non-moving",W05.0,,,code,0
powered,,"Accident, transport, pedestrian, conveyance occupant, specified type NEC",,see,0
window,W13.4,,,code,0
aircraft NEC,V97.0,,,code,0
with accident to aircraft,V97.0,,,code,0
while boarding or alighting,V97.1,,,code,0
bathtub (empty),W18.2,,,code,0
filled,W16.212,,,code,0
causing drowning,W16.211,,,code,0
escalator,W10.0,,,code,0
incline,W10.2,,,code,0
ladder,W11,,,code,0
"machine, machinery",,"Contact, with, by type of machine",,see,0
"object, edged, pointed or sharp (with cut)",,"Fall, by type",,see,0
playground equipment,W09.8,,,code,0
jungle gym,W09.2,,,code,0
slide,W09.0,,,code,0
swing,W09.1,,,code,0
ramp,W10.2,,,code,0
scaffolding,W12,,,code,0
shower,W18.2,,,code,0
causing drowning,W16.211,,,code,0
"staircase, stairs, steps",W10.9,,,code,0
curb,W10.1,,,code,0
due to ice or snow,W00.1,,,code,0
escalator,W10.0,,,code,0
incline,W10.2,,,code,0
specified NEC,W10.8,,,code,0
streetcar (without antecedent collision),V82.5,,,code,0
with antecedent collision,,"Accident, transport, streetcar occupant",,see,0
while boarding or alighting,V82.4,,,code,0
train (without antecedent collision),V81.5,,,code,0
with antecedent collision,,"Accident, transport, railway vehicle occupant",,see,0
during derailment (without antecedent collision),V81.7,,,code,0
with antecedent collision,,"Accident, transport, railway vehicle occupant",,see,0
while boarding or alighting,V81.4,,,code,0
transport vehicle after collision,,"Accident, transport, by type of vehicle, collision",,see,0
watercraft,V93.39,,,code,0
accident to craft,V91.29,,,code,0
powered craft,V91.23,,,code,0
ferry boat,V91.21,,,code,0
fishing boat,V91.22,,,code,0
jetskis,V91.23,,,code,0
liner,V91.21,,,code,0
merchant ship,V91.20,,,code,0
passenger ship,V91.21,,,code,0
canoe,V91.25,,,code,0
inflatable,V91.26,,,code,0
kayak,V91.25,,,code,0
sailboat,V91.24,,,code,0
powered craft,V93.33,,,code,0
ferry boat,V93.31,,,code,0
fishing boat,V93.32,,,code,0
jetskis,V93.33,,,code,0
liner,V93.31,,,code,0
merchant ship,V93.30,,,code,0
passenger ship,V93.31,,,code,0
unpowered craft,V93.38,,,code,0
canoe,V93.35,,,code,0
inflatable,V93.36,,,code,0
kayak,V93.35,,,code,0
sailboat,V93.34,,,code,0
surf-board,V93.38,,,code,0
windsurfer,V93.38,,,code,0
cavity,W17.2,,,code,0
dock,W17.4,,,code,0
fire,,"Exposure, fire, by type",,see,0
haystack,W17.89,,,code,0
hole,W17.2,,,code,0
lake,,"Fall, into, water",,see,0
manhole,W17.1,,,code,0
moving part of machinery,,"Contact, with, by type of machine",,see,0
ocean,,"Fall, into, water",,see,0
opening in surface NEC,W17.89,,,code,0
pit,W17.2,,,code,0
pond,,"Fall, into, water",,see,0
quarry,W17.89,,,code,0
river,,"Fall, into, water",,see,0
shaft,W17.89,,,code,0
storm drain,W17.1,,,code,0
stream,,"Fall, into, water",,see,0
swimming pool,,,"Fall, into, water, in, swimming pool",see_also,0
empty,W17.3,,,code,0
tank,W17.89,,,code,0
water,W16.42,,,code,0
causing drowning,W16.41,,,code,0
from watercraft,,"Drowning, due to, fall overboard",,see,0
hitting diving board,W21.4,,,code,0
bathtub,W16.212,,,code,0
causing drowning,W16.211,,,code,0
bucket,W16.222,,,code,0
causing drowning,W16.221,,,code,0
natural body of water,W16.112,,,code,0
causing drowning,W16.111,,,code,0
bottom,W16.122,,,code,0
causing drowning,W16.121,,,code,0
side,W16.132,,,code,0
causing drowning,W16.131,,,code,0
specified water NEC,W16.312,,,code,0
causing drowning,W16.311,,,code,0
bottom,W16.322,,,code,0
causing drowning,W16.321,,,code,0
wall,W16.332,,,code,0
causing drowning,W16.331,,,code,0
swimming pool,W16.012,,,code,0
causing drowning,W16.011,,,code,0
bottom,W16.022,,,code,0
causing drowning,W16.021,,,code,0
wall,W16.032,,,code,0
causing drowning,W16.031,,,code,0
utility bucket,W16.222,,,code,0
causing drowning,W16.221,,,code,0
well,W17.0,,,code,0
bed,W06,,,code,0
chair,W07,,,code,0
furniture NEC,W08,,,code,0
glass,,"Fall, by type",,see,0
playground equipment,W09.8,,,code,0
jungle gym,W09.2,,,code,0
slide,W09.0,,,code,0
swing,W09.1,,,code,0
roller blades,,"Accident, transport, pedestrian, conveyance",,see,0
skateboard(s),,"Accident, transport, pedestrian, conveyance",,see,0
skates (ice) (in line) (roller),,"Accident, transport, pedestrian, conveyance",,see,0
skis,,"Accident, transport, pedestrian, conveyance",,see,0
table,W08,,,code,0
"wheelchair, non-moving",W05.0,,,code,0
powered,,"Accident, transport, pedestrian, conveyance, specified type NEC",,see,0
object,,"Struck by, object, falling",,see,0
toilet,W18.11,,,code,0
with subsequent striking against object,W18.12,,,code,0
on same level,W18.30,,,code,0
specified NEC,W18.39,,,code,0
stepping on an object,W18.31,,,code,0
bed,W06,,,code,0
building NEC,W13.8,,,code,0
chair,W07,,,code,0
furniture NEC,W08,,,code,0
"wheelchair, non-moving",W05.0,,,code,0
powered,,"Accident, transport, pedestrian, conveyance, specified type NEC",,see,0
window,W13.4,,,code,0
animal,W01.0,,,code,0
cliff,W15,,,code,0
embankment,W17.81,,,code,0
small object,W01.0,,,code,0
rock,W20.8,,,code,0
same level,W18.30,,,code,0
"being crushed, pushed, or stepped on by a crowd or human stampede",W52,,,code,0
"collision, pushing, shoving, by or with other person",W03,,,code,0
"slipping, stumbling, tripping",W01.0,,,code,0
involving ice or snow,W00.0,,,code,0
"involving skates (ice) (roller), skateboard, skis",,"Accident, transport, pedestrian, conveyance",,see,0
snowslide (avalanche),,Landslide,,see,0
stone,W20.8,,,code,0
structure,W20.1,,,code,0
burning (uncontrolled fire),X00.3,,,code,0
bridge,W13.1,,,code,0
floor,W13.3,,,code,0
roof,W13.2,,,code,0
wall,W13.8,,,code,0
window,W13.4,,,code,0
timber,W20.8,,,code,0
tree (caused by lightning),W20.8,,,code,0
while being carried or supported by other person(s),W04,,,code,0
animal (not being ridden) NEC,W55.89,,,code,0
Felo-de-se,,Suicide,,see,0
Fight (hand) (fists) (foot),,"Assault, fight",,see,0
Fire (accidental),,"Exposure, fire",,see,0
Firearm discharge,,"Discharge, firearm",,see,0
Fireball effects from nuclear explosion in war operations,,"War operations, nuclear weapons",,see,0
Fireworks (explosion),W39,,,code,0
Flash burns from explosion,,Explosion,,see,0
Flood (any injury) (caused by),X38,,,code,0
collapse of man-made structure causing earth movement,X36.0,,,code,0
tidal wave,,"Forces of nature, tidal wave",,see,0
"air passages (with asphyxia, obstruction, or suffocation)",T18,categories T17 and,,code_with_see,0
alimentary tract causing asphyxia (due to compression of trachea),T18,categories T17 and,,code_with_see,0
Forces of nature,X39.8,,,code,0
avalanche,X36.1,,,code,0
causing transport accident,,"Accident, transport, by type of vehicle",,see,0
blizzard,X37.2,,,code,0
cataclysmic storm,X37.9,,,code,0
with flood,X38,,,code,0
blizzard,X37.2,,,code,0
cloudburst,X37.8,,,code,0
cyclone,X37.1,,,code,0
dust storm,X37.3,,,code,0
hurricane,X37.0,,,code,0
specified storm NEC,X37.8,,,code,0
storm surge,X37.0,,,code,0
tornado,X37.1,,,code,0
twister,X37.1,,,code,0
typhoon,X37.0,,,code,0
cloudburst,X37.8,,,code,0
cold (natural),X31,,,code,0
cyclone,X37.1,,,code,0
dam collapse causing earth movement,X36.0,,,code,0
dust storm,X37.3,,,code,0
earth movement,X36.1,,,code,0
earthquake,X34,,,code,0
caused by dam or structure collapse,X36.0,,,code,0
earthquake,X34,,,code,0
flood (caused by),X38,,,code,0
dam collapse,X36.0,,,code,0
tidal wave,,"Forces of nature, tidal wave",,see,0
heat (natural),X30,,,code,0
hurricane,X37.0,,,code,0
landslide,X36.1,,,code,0
causing transport accident,,"Accident, transport, by type of vehicle",,see,0
lightning,T75.0,subcategory,,code_with_see,0
causing fire,,"Exposure, fire",,see,0
mudslide,X36.1,,,code,0
causing transport accident,,"Accident, transport, by type of vehicle",,see,0
radiation (natural),X39.08,,,code,0
radon,X39.01,,,code,0
radon,X39.01,,,code,0
specified force NEC,X39.8,,,code,0
storm surge,X37.0,,,code,0
structure collapse causing earth movement,X36.0,,,code,0
sunlight,X32,,,code,0
tidal wave,X37.41,,,code,0
earthquake,X37.41,,,code,0
landslide,X37.43,,,code,0
storm,X37.42,,,code,0
volcanic eruption,X37.41,,,code,0
tornado,X37.1,,,code,0
tsunami,X37.41,,,code,0
twister,X37.1,,,code,0
typhoon,X37.0,,,code,0
volcanic eruption,X35,,,code,0
aspiration,,"Index to Diseases and Injuries, Foreign body, respiratory tract",,see,0
embedded in skin,W45,,,code,0
natural orifice,W44.9,,,code,0
specified NEC,W44.8,,,code,0
skin,W45.8,,,code,0
can lid,W26.8,,,code,0
fishing hook,W45.3,,,code,0
nail,W45.0,,,code,0
paper,W26.2,,,code,0
specified NEC,W45.8,,,code,0
splinter,W45.8,,,code,0
Forest fire (exposure to),,"Exposure, fire, uncontrolled, not in building",,see,0
Found injured,X58,,,code,0
from exposure (to),,Exposure,,see,0
"highway, road (way), street",V89.9,,,code,0
railway right of way,V81.9,,,code,0
Fracture (circumstances unknown or unspecified),X58,,,code,0
due to specified cause NEC,X58,,,code,0
Freezing,,"Exposure, cold",,see,0
Frostbite,X31,,,code,0
due to man-made conditions,,"Exposure, cold, man-made",,see,0
Frozen,,"Exposure, cold",,see,0
Gored by bull,W55.22,,,code,0
Gunshot wound,Y24.9,,"Discharge, firearm, by type",code_with_see_also,0
"Hailstones, injured by",X39.8,,,code,0
Hanged herself or himself,T71.162,,,code,0
Hanging (accidental),T71.16,also,,code_with_see,0
legal execution,,"Legal, intervention, specified means NEC",,see,0
Heat (effects of) (excessive),X30,,,code,0
man-made conditions,W92,,,code,0
on board watercraft,V93.29,,,code,0
fishing boat,V93.22,,,code,0
merchant ship,V93.20,,,code,0
passenger ship,V93.21,,,code,0
sailboat,V93.24,,,code,0
